C행정구역별,행정구역별,C산업별,업종명,데이터업종명,C조직형태별,조직형태별,시점,사업체수 (개),종사자수 (명)
'31,경기,'S,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",,'0,계,2018,86538,196852
'31,경기,'S94,협회 및 단체,,'0,계,2018,19242,45242
'31,경기,'S941,산업 및 전문가 단체,,'0,계,2018,820,3430
'31,경기,'S9411,산업 단체,,'0,계,2018,532,2561
'31,경기,'S94110,산업 단체,,'0,계,2018,532,2561
'31,경기,'S9412,전문가 단체,,'0,계,2018,288,869
'31,경기,'S94120,전문가 단체,,'0,계,2018,288,869
'31,경기,'S942,노동조합,,'0,계,2018,177,514
'31,경기,'S9420,노동조합,,'0,계,2018,177,514
'31,경기,'S94200,노동조합,,'0,계,2018,177,514
'31,경기,'S949,기타 협회 및 단체,,'0,계,2018,18245,41298
'31,경기,'S9491,종교 단체,,'0,계,2018,15862,32983
'31,경기,'S94911,불교 단체,,'0,계,2018,1481,3077
'31,경기,'S94912,기독교 단체,,'0,계,2018,13707,27115
'31,경기,'S94913,천주교 단체,,'0,계,2018,399,1844
'31,경기,'S94914,민족종교 단체,,'0,계,2018,84,511
'31,경기,'S94919,기타 종교 단체,,'0,계,2018,191,436
'31,경기,'S9492,정치 단체,,'0,계,2018,63,204
'31,경기,'S94920,정치 단체,,'0,계,2018,63,204
'31,경기,'S9493,시민운동 단체,,'0,계,2018,280,1145
'31,경기,'S94931,환경운동 단체,,'0,계,2018,99,422
'31,경기,'S94939,기타 시민운동 단체,,'0,계,2018,181,723
'31,경기,'S9499,그 외 기타 협회 및 단체,,'0,계,2018,2040,6966
'31,경기,'S94990,그 외 기타 협회 및 단체,,'0,계,2018,2040,6966
'31,경기,'S95,개인 및 소비용품 수리업,,'0,계,2018,18644,54345
'31,경기,'S951,컴퓨터 및 통신장비 수리업,,'0,계,2018,1429,3282
'31,경기,'S9511,컴퓨터 및 주변 기기 수리업,,'0,계,2018,1089,1936
'31,경기,'S95110,컴퓨터 및 주변 기기 수리업,,'0,계,2018,1089,1936
'31,경기,'S9512,통신장비 수리업,,'0,계,2018,340,1346
'31,경기,'S95120,통신장비 수리업,,'0,계,2018,340,1346
'31,경기,'S952,자동차 및 모터사이클 수리업,,'0,계,2018,11842,39833
'31,경기,'S9521,자동차 수리 및 세차업,,'0,계,2018,11425,39281
'31,경기,'S95211,자동차 종합 수리업,,'0,계,2018,1532,16150
'31,경기,'S95212,자동차 전문 수리업,,'0,계,2018,7932,19050
'31,경기,'S95213,자동차 세차업,,'0,계,2018,1961,4081
'31,경기,'S9522,모터사이클 수리업,,'0,계,2018,417,552
'31,경기,'S95220,모터사이클 수리업,,'0,계,2018,417,552
'31,경기,'S953,개인 및 가정용품 수리업,,'0,계,2018,5373,11230
'31,경기,'S9531,가전제품 수리업,,'0,계,2018,1012,5249
'31,경기,'S95310,가전제품 수리업,,'0,계,2018,1012,5249
'31,경기,'S9539,기타 개인 및 가정용품 수리업,,'0,계,2018,4361,5981
'31,경기,'S95391,의복 및 기타 가정용 직물제품 수리업,,'0,계,2018,2546,3334
'31,경기,'S95392,"가죽, 가방 및 신발 수리업",,'0,계,2018,662,881
'31,경기,'S95393,"시계, 귀금속 및 악기 수리업",,'0,계,2018,86,110
'31,경기,'S95399,그 외 기타 개인 및 가정용품 수리업,,'0,계,2018,1067,1656
'31,경기,'S96,기타 개인 서비스업,,'0,계,2018,48652,97265
'31,경기,'S961,"미용, 욕탕 및 유사 서비스업",,'0,계,2018,37177,63573
'31,경기,'S9611,이용 및 미용업,,'0,계,2018,33190,52379
'31,경기,'S96111,이용업,,'0,계,2018,2438,2885
'31,경기,'S96112,두발 미용업,,'0,계,2018,22295,37087
'31,경기,'S96113,피부 미용업,,'0,계,2018,4965,7287
'31,경기,'S96119,기타 미용업,,'0,계,2018,3492,5120
'31,경기,'S9612,"욕탕, 마사지 및 기타 신체관리 서비스업",,'0,계,2018,3987,11194
'31,경기,'S96121,욕탕업,욕탕업,'0,계,2018,867,4271
'31,경기,'S96122,마사지업,마사지업,'0,계,2018,2526,5875
'31,경기,'S96129,체형 등 기타 신체관리 서비스업,,'0,계,2018,594,1048
'31,경기,'S969,그 외 기타 개인 서비스업,,'0,계,2018,11475,33692
'31,경기,'S9691,세탁업,,'0,계,2018,7581,15686
'31,경기,'S96911,산업용 세탁업,,'0,계,2018,227,2137
'31,경기,'S96912,가정용 세탁업,,'0,계,2018,7094,11687
'31,경기,'S96913,세탁물 공급업,,'0,계,2018,260,1862
'31,경기,'S9692,장례식장 및 관련 서비스업,,'0,계,2018,545,5564
'31,경기,'S96921,장례식장 및 장의관련 서비스업,,'0,계,2018,356,4183
'31,경기,'S96922,"화장터 운영, 묘지 분양 및 관리업",,'0,계,2018,189,1381
'31,경기,'S9699,그 외 기타 분류 안된 개인 서비스업,,'0,계,2018,3349,12442
'31,경기,'S96991,예식장업,,'0,계,2018,128,3677
'31,경기,'S96992,점술 및 유사 서비스업,,'0,계,2018,1648,1887
'31,경기,'S96993,개인 간병 및 유사 서비스업,,'0,계,2018,246,3930
'31,경기,'S96994,결혼 상담 및 준비 서비스업,,'0,계,2018,102,274
'31,경기,'S96995,애완동물 장묘 및 보호 서비스업,,'0,계,2018,846,1512
'31,경기,'S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,,'0,계,2018,379,1162
'32,강원,'0,전체 산업,,'0,계,2018,143475,639277
'32,강원,'A,"농업, 임업 및 어업(01~03)",,'0,계,2018,346,2921
'32,강원,'A01,농업,,'0,계,2018,245,1959
'32,강원,'A011,작물 재배업,,'0,계,2018,141,856
'32,강원,'A0111,곡물 및 기타 식량작물 재배업,,'0,계,2018,4,17
'32,강원,'A01110,곡물 및 기타 식량작물 재배업,,'0,계,2018,4,17
'32,강원,'A0112,"채소, 화훼작물 및 종묘 재배업",,'0,계,2018,56,477
'32,강원,'A01121,채소작물 재배업,,'0,계,2018,25,120
'32,강원,'A01122,화훼작물 재배업,,'0,계,2018,4,43
'32,강원,'A01123,종자 및 묘목 생산업,,'0,계,2018,27,314
'32,강원,'A0113,"과실, 음료용 및 향신용 작물 재배업",,'0,계,2018,11,49
'32,강원,'A01131,과실작물 재배업,,'0,계,2018,10,47
'32,강원,'A01132,음료용 및 향신용 작물 재배업,,'0,계,2018,1,X
'32,강원,'A0114,기타 작물 재배업,,'0,계,2018,15,67
'32,강원,'A01140,기타 작물 재배업,,'0,계,2018,15,67
'32,강원,'A0115,시설작물 재배업,,'0,계,2018,55,246
'32,강원,'A01151,콩나물 재배업,,'0,계,2018,2,X
'32,강원,'A01152,"채소, 화훼 및 과실작물 시설 재배업",,'0,계,2018,27,105
'32,강원,'A01159,기타 시설작물 재배업,,'0,계,2018,26,116
'32,강원,'A012,축산업,,'0,계,2018,61,610
'32,강원,'A0121,소 사육업,,'0,계,2018,12,137
'32,강원,'A01211,젖소 사육업,,'0,계,2018,3,99
'32,강원,'A01212,육우 사육업,,'0,계,2018,9,38
'32,강원,'A0122,양돈업,,'0,계,2018,20,298
'32,강원,'A01220,양돈업,,'0,계,2018,20,298
'32,강원,'A0123,가금류 및 조류 사육업,,'0,계,2018,15,142
'32,강원,'A01231,양계업,,'0,계,2018,14,140
'32,강원,'A01239,기타 가금류 및 조류 사육업,,'0,계,2018,1,X
'32,강원,'A0129,기타 축산업,,'0,계,2018,14,33
'32,강원,'A01291,말 및 양 사육업,,'0,계,2018,3,6
'32,강원,'A01299,그 외 기타 축산업,,'0,계,2018,11,27
'32,강원,'A014,작물재배 및 축산 관련 서비스업,,'0,계,2018,43,493
'32,강원,'A0141,작물재배 관련 서비스업,,'0,계,2018,40,482
'32,강원,'A01411,작물재배 지원 서비스업,,'0,계,2018,21,298
'32,강원,'A01412,"농산물 건조, 선별 및 기타 수확 후 서비스업",,'0,계,2018,19,184
'32,강원,'A0142,축산 관련 서비스업,,'0,계,2018,3,11
'32,강원,'A01420,축산 관련 서비스업,,'0,계,2018,3,11
'32,강원,'A02,임업,,'0,계,2018,87,870
'32,강원,'A020,임업,,'0,계,2018,87,870
'32,강원,'A0201,영림업,,'0,계,2018,11,137
'32,강원,'A02011,임업용 종묘 생산업,,'0,계,2018,3,50
'32,강원,'A02012,육림업,,'0,계,2018,8,87
'32,강원,'A0202,벌목업,,'0,계,2018,2,X
'32,강원,'A02020,벌목업,,'0,계,2018,2,X
'32,강원,'A0203,임산물 채취업,,'0,계,2018,1,X
'32,강원,'A02030,임산물 채취업,,'0,계,2018,1,X
'32,강원,'A0204,임업 관련 서비스업,,'0,계,2018,73,726
'32,강원,'A02040,임업 관련 서비스업,,'0,계,2018,73,726
'32,강원,'A03,어업,,'0,계,2018,14,92
'32,강원,'A031,어로 어업,,'0,계,2018,1,X
'32,강원,'A0311,해수면 어업,,'0,계,2018,1,X
'32,강원,'A03112,연근해 어업,,'0,계,2018,1,X
'32,강원,'A032,양식어업 및 어업관련 서비스업,,'0,계,2018,13,84
'32,강원,'A0321,양식 어업,,'0,계,2018,9,57
'32,강원,'A03211,해수면 양식 어업,,'0,계,2018,1,X
'32,강원,'A03212,내수면 양식 어업,,'0,계,2018,4,16
'32,강원,'A03213,수산물 부화 및 수산종자 생산업,,'0,계,2018,4,39
'32,강원,'A0322,어업 관련 서비스업,,'0,계,2018,4,27
'32,강원,'A03220,어업 관련 서비스업,,'0,계,2018,4,27
'32,강원,'B,광업(05~08),,'0,계,2018,171,4500
'32,강원,'B05,"석탄, 원유 및 천연가스 광업",,'0,계,2018,14,1805
'32,강원,'B051,석탄 광업,,'0,계,2018,14,1805
'32,강원,'B0510,석탄 광업,,'0,계,2018,14,1805
'32,강원,'B05100,석탄 광업,,'0,계,2018,14,1805
'32,강원,'B06,금속 광업,,'0,계,2018,3,109
'32,강원,'B061,철 광업,,'0,계,2018,2,X
'32,강원,'B0610,철 광업,,'0,계,2018,2,X
'32,강원,'B06100,철 광업,,'0,계,2018,2,X
'32,강원,'B062,비철금속 광업,,'0,계,2018,1,X
'32,강원,'B0620,비철금속 광업,,'0,계,2018,1,X
'32,강원,'B06200,비철금속 광업,,'0,계,2018,1,X
'32,강원,'B07,비금속광물 광업; 연료용 제외,,'0,계,2018,153,2070
'32,강원,'B071,토사석 광업,,'0,계,2018,142,1898
'32,강원,'B0711,석회석 및 점토 광업,,'0,계,2018,57,1174
'32,강원,'B07110,석회석 및 점토 광업,,'0,계,2018,57,1174
'32,강원,'B0712,"석재, 쇄석 및 모래, 자갈 채취업",,'0,계,2018,85,724
'32,강원,'B07121,건설용 석재 채굴 및 쇄석 생산업,,'0,계,2018,35,471
'32,강원,'B07122,모래 및 자갈 채취업,,'0,계,2018,50,253
'32,강원,'B072,기타 비금속광물 광업,,'0,계,2018,11,172
'32,강원,'B0721,화학용 및 비료원료용 광물 광업,,'0,계,2018,3,50
'32,강원,'B07210,화학용 및 비료원료용 광물 광업,,'0,계,2018,3,50
'32,강원,'B0722,천일염 생산 및 암염 채취업,,'0,계,2018,1,X
'32,강원,'B07220,천일염 생산 및 암염 채취업,,'0,계,2018,1,X
'32,강원,'B0729,그 외 기타 비금속광물 광업,,'0,계,2018,7,113
'32,강원,'B07290,그 외 기타 비금속광물 광업,,'0,계,2018,7,113
'32,강원,'B08,광업 지원 서비스업,,'0,계,2018,1,X
'32,강원,'B080,광업 지원 서비스업,,'0,계,2018,1,X
'32,강원,'B0800,광업 지원 서비스업,,'0,계,2018,1,X
'32,강원,'B08000,광업 지원 서비스업,,'0,계,2018,1,X
'32,강원,'C,제조업(10~34),,'0,계,2018,8584,59477
'32,강원,'C10,식료품 제조업,,'0,계,2018,3307,18489
'32,강원,'C101,"도축, 육류 가공 및 저장 처리업",,'0,계,2018,135,1436
'32,강원,'C1011,도축업,,'0,계,2018,23,394
'32,강원,'C10111,육류 도축업(가금류 제외),,'0,계,2018,15,223
'32,강원,'C10112,가금류 도축업,,'0,계,2018,8,171
'32,강원,'C1012,육류 가공 및 저장 처리업,,'0,계,2018,112,1042
'32,강원,'C10121,가금류 가공 및 저장 처리업,,'0,계,2018,52,393
'32,강원,'C10122,육류 포장육 및 냉동육 가공업 (가금류 제외),,'0,계,2018,24,327
'32,강원,'C10129,육류 기타 가공 및 저장처리업 (가금류 제외),,'0,계,2018,36,322
'32,강원,'C102,수산물 가공 및 저장 처리업,,'0,계,2018,398,4391
'32,강원,'C1021,수산동물 가공 및 저장 처리업,,'0,계,2018,383,4305
'32,강원,'C10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업",,'0,계,2018,71,1245
'32,강원,'C10212,수산동물 건조 및 염장품 제조업,,'0,계,2018,285,2640
'32,강원,'C10213,수산동물 냉동품 제조업,,'0,계,2018,9,243
'32,강원,'C10219,기타 수산동물 가공 및 저장 처리업,,'0,계,2018,18,177
'32,강원,'C1022,수산식물 가공 및 저장 처리업,,'0,계,2018,15,86
'32,강원,'C10220,수산식물 가공 및 저장 처리업,,'0,계,2018,15,86
'32,강원,'C103,"과실, 채소 가공 및 저장 처리업",,'0,계,2018,274,2129
'32,강원,'C1030,"과실, 채소 가공 및 저장 처리업",,'0,계,2018,274,2129
'32,강원,'C10301,김치류 제조업,,'0,계,2018,52,853
'32,강원,'C10302,과실 및 그 외 채소 절임식품 제조업,,'0,계,2018,75,560
'32,강원,'C10309,기타 과실ㆍ채소 가공 및 저장 처리업,,'0,계,2018,147,716
'32,강원,'C104,동물성 및 식물성 유지 제조업,,'0,계,2018,201,456
'32,강원,'C1040,동물성 및 식물성 유지 제조업,,'0,계,2018,201,456
'32,강원,'C10401,동물성 유지 제조업,,'0,계,2018,2,X
'32,강원,'C10402,식물성 유지 제조업,,'0,계,2018,193,421
'32,강원,'C10403,식용 정제유 및 가공유 제조업,,'0,계,2018,6,29
'32,강원,'C105,낙농제품 및 식용빙과류 제조업,,'0,계,2018,19,701
'32,강원,'C1050,낙농제품 및 식용빙과류 제조업,,'0,계,2018,19,701
'32,강원,'C10501,액상시유 및 기타 낙농제품 제조업,,'0,계,2018,17,573
'32,강원,'C10502,아이스크림 및 기타 식용빙과류 제조업,,'0,계,2018,2,X
'32,강원,'C106,"곡물가공품, 전분 및 전분제품 제조업",,'0,계,2018,311,1311
'32,강원,'C1061,곡물 가공품 제조업,,'0,계,2018,286,1230
'32,강원,'C10611,곡물 도정업,,'0,계,2018,147,499
'32,강원,'C10612,곡물 제분업,,'0,계,2018,86,260
'32,강원,'C10613,곡물 혼합분말 및 반죽 제조업,,'0,계,2018,11,83
'32,강원,'C10619,기타 곡물 가공품 제조업,,'0,계,2018,42,388
'32,강원,'C1062,전분제품 및 당류 제조업,,'0,계,2018,25,81
'32,강원,'C10620,전분제품 및 당류 제조업,,'0,계,2018,25,81
'32,강원,'C107,기타 식품 제조업,,'0,계,2018,1919,7651
'32,강원,'C1071,"떡, 빵 및 과자류 제조업",,'0,계,2018,722,2888
'32,강원,'C10711,떡류 제조업,,'0,계,2018,528,1289
'32,강원,'C10712,빵류 제조업,,'0,계,2018,58,657
'32,강원,'C10713,과자류 및 코코아 제품 제조업,,'0,계,2018,136,942
'32,강원,'C1073,"면류, 마카로니 및 유사식품 제조업",,'0,계,2018,38,1056
'32,강원,'C10730,"면류, 마카로니 및 유사식품 제조업",,'0,계,2018,38,1056
'32,강원,'C1074,조미료 및 식품 첨가물 제조업,,'0,계,2018,278,875
'32,강원,'C10741,"식초, 발효 및 화학 조미료 제조업",,'0,계,2018,8,19
'32,강원,'C10742,천연 및 혼합조제 조미료 제조업,,'0,계,2018,154,449
'32,강원,'C10743,장류 제조업,,'0,계,2018,97,329
'32,강원,'C10749,기타 식품 첨가물 제조업,,'0,계,2018,19,78
'32,강원,'C1075,도시락 및 식사용 조리식품 제조업,,'0,계,2018,31,309
'32,강원,'C10751,도시락류 제조업,,'0,계,2018,19,99
'32,강원,'C10759,기타 식사용 가공처리 조리식품 제조업,,'0,계,2018,12,210
'32,강원,'C1079,기타 식료품 제조업,,'0,계,2018,850,2523
'32,강원,'C10791,커피 가공업,,'0,계,2018,47,239
'32,강원,'C10792,차류 가공업,,'0,계,2018,39,202
'32,강원,'C10793,수프 및 균질화식품 제조업,,'0,계,2018,10,177
'32,강원,'C10794,두부 및 유사식품 제조업,,'0,계,2018,81,525
'32,강원,'C10795,인삼식품 제조업,,'0,계,2018,19,93
'32,강원,'C10796,건강보조용 액화식품 제조업,,'0,계,2018,601,937
'32,강원,'C10797,건강기능식품 제조업,,'0,계,2018,47,316
'32,강원,'C10799,그 외 기타 식료품 제조업,,'0,계,2018,6,34
'32,강원,'C108,동물용 사료 및 조제식품 제조업,,'0,계,2018,50,414
'32,강원,'C1080,동물용 사료 및 조제식품 제조업,,'0,계,2018,50,414
'32,강원,'C10801,배합 사료 제조업,,'0,계,2018,35,314
'32,강원,'C10802,단미 사료 및 기타 사료 제조업,,'0,계,2018,15,100
'32,강원,'C11,음료 제조업,,'0,계,2018,121,2084
'32,강원,'C111,알코올음료 제조업,,'0,계,2018,70,943
'32,강원,'C1111,발효주 제조업,,'0,계,2018,65,758
'32,강원,'C11111,탁주 및 약주 제조업,,'0,계,2018,43,309
'32,강원,'C11112,맥아 및 맥주 제조업,,'0,계,2018,14,389
'32,강원,'C11119,기타 발효주 제조업,,'0,계,2018,8,60
'32,강원,'C1112,증류주 및 합성주 제조업,,'0,계,2018,5,185
'32,강원,'C11122,소주 제조업,,'0,계,2018,2,X
'32,강원,'C11129,기타 증류주 및 합성주 제조업,,'0,계,2018,3,14
'32,강원,'C112,비알코올음료 및 얼음 제조업,,'0,계,2018,51,1141
'32,강원,'C1120,비알코올 음료 및 얼음 제조업,,'0,계,2018,51,1141
'32,강원,'C11201,얼음 제조업,,'0,계,2018,7,103
'32,강원,'C11202,생수 생산업,,'0,계,2018,11,162
'32,강원,'C11209,기타 비알코올 음료 제조업,,'0,계,2018,33,876
'32,강원,'C13,섬유제품 제조업; 의복제외,,'0,계,2018,203,707
'32,강원,'C131,방적 및 가공사 제조업,,'0,계,2018,3,4
'32,강원,'C1310,방적 및 가공사 제조업,,'0,계,2018,3,4
'32,강원,'C13104,연사 및 가공사 제조업,,'0,계,2018,3,4
'32,강원,'C132,직물직조 및 직물제품 제조업,,'0,계,2018,169,512
'32,강원,'C1321,직물 직조업,,'0,계,2018,2,X
'32,강원,'C13213,화학섬유직물 직조업,,'0,계,2018,1,X
'32,강원,'C13219,특수 직물 및 기타 직물 직조업,,'0,계,2018,1,X
'32,강원,'C1322,직물제품 제조업,,'0,계,2018,167,507
'32,강원,'C13221,침구 및 관련제품 제조업,,'0,계,2018,17,52
'32,강원,'C13222,자수제품 및 자수용재료 제조업,,'0,계,2018,19,25
'32,강원,'C13223,커튼 및 유사제품 제조업,,'0,계,2018,47,87
'32,강원,'C13224,"천막, 텐트 및 유사 제품 제조업",,'0,계,2018,71,181
'32,강원,'C13225,직물포대 제조업,,'0,계,2018,6,88
'32,강원,'C13229,기타 직물제품 제조업,,'0,계,2018,7,74
'32,강원,'C133,편조원단 제조업,,'0,계,2018,2,X
'32,강원,'C1330,편조원단 제조업,,'0,계,2018,2,X
'32,강원,'C13300,편조원단 제조업,,'0,계,2018,2,X
'32,강원,'C134,"섬유제품 염색, 정리 및 마무리 가공업",,'0,계,2018,8,20
'32,강원,'C1340,"섬유제품 염색, 정리 및 마무리 가공업",,'0,계,2018,8,20
'32,강원,'C13401,솜 및 실 염색가공업,,'0,계,2018,3,8
'32,강원,'C13402,"직물, 편조원단 및 의복류 염색 가공업",,'0,계,2018,3,7
'32,강원,'C13409,섬유제품 기타 정리 및 마무리 가공업,,'0,계,2018,2,X
'32,강원,'C139,기타 섬유제품 제조업,,'0,계,2018,21,163
'32,강원,'C1392,"끈, 로프, 망 및 끈 가공품 제조업",,'0,계,2018,6,25
'32,강원,'C13922,어망 및 기타 끈 가공품 제조업,,'0,계,2018,6,25
'32,강원,'C1399,그 외 기타 섬유제품 제조업,,'0,계,2018,15,138
'32,강원,'C13991,세폭직물 제조업,,'0,계,2018,1,X
'32,강원,'C13992,부직포 및 펠트 제조업,,'0,계,2018,4,87
'32,강원,'C13994,표면처리 및 적층 직물 제조업,,'0,계,2018,1,X
'32,강원,'C13999,그 외 기타 분류 안된 섬유제품 제조업,,'0,계,2018,9,18
'32,강원,'C14,"의복, 의복 액세서리 및 모피제품 제조업",,'0,계,2018,147,654
'32,강원,'C141,봉제의복 제조업,,'0,계,2018,128,504
'32,강원,'C1411,겉옷 제조업,,'0,계,2018,40,55
'32,강원,'C14111,남자용 겉옷 제조업,,'0,계,2018,25,30
'32,강원,'C14112,여자용 겉옷 제조업,,'0,계,2018,15,25
'32,강원,'C1412,속옷 및 잠옷 제조업,,'0,계,2018,1,X
'32,강원,'C14120,속옷 및 잠옷 제조업,,'0,계,2018,1,X
'32,강원,'C1413,한복 제조업,,'0,계,2018,58,63
'32,강원,'C14130,한복 제조업,,'0,계,2018,58,63
'32,강원,'C1419,기타 봉제의복 제조업,,'0,계,2018,29,380
'32,강원,'C14191,셔츠 및 블라우스 제조업,,'0,계,2018,2,X
'32,강원,'C14192,"근무복, 작업복 및 유사의복 제조업",,'0,계,2018,21,339
'32,강원,'C14194,유아용 의복 제조업,,'0,계,2018,3,4
'32,강원,'C14199,그 외 기타 봉제의복 제조업,,'0,계,2018,3,3
'32,강원,'C143,편조의복 제조업,,'0,계,2018,3,74
'32,강원,'C1430,편조의복 제조업,,'0,계,2018,3,74
'32,강원,'C14300,편조의복 제조업,,'0,계,2018,3,74
'32,강원,'C144,의복 액세서리 제조업,,'0,계,2018,16,76
'32,강원,'C1441,편조의복 액세서리 제조업,,'0,계,2018,7,45
'32,강원,'C14411,스타킹 및 기타 양말 제조업,,'0,계,2018,2,X
'32,강원,'C14419,기타 편조의복 액세서리 제조업,,'0,계,2018,5,38
'32,강원,'C1449,기타 의복 액세서리 제조업,,'0,계,2018,9,31
'32,강원,'C14491,모자 제조업,,'0,계,2018,1,X
'32,강원,'C14499,그 외 기타 의복액세서리 제조업,,'0,계,2018,8,29
'32,강원,'C15,"가죽, 가방 및 신발 제조업",,'0,계,2018,24,129
'32,강원,'C151,"가죽, 가방 및 유사제품 제조업",,'0,계,2018,12,55
'32,강원,'C1512,"핸드백, 가방 및 기타 보호용 케이스 제조업",,'0,계,2018,10,31
'32,강원,'C15121,핸드백 및 지갑 제조업,,'0,계,2018,4,5
'32,강원,'C15129,가방 및 기타 보호용 케이스 제조업,,'0,계,2018,6,26
'32,강원,'C1519,기타 가죽제품 제조업,,'0,계,2018,2,X
'32,강원,'C15190,기타 가죽제품 제조업,,'0,계,2018,2,X
'32,강원,'C152,신발 및 신발 부분품 제조업,,'0,계,2018,12,74
'32,강원,'C1521,신발 제조업,,'0,계,2018,9,55
'32,강원,'C15211,구두류 제조업,,'0,계,2018,6,7
'32,강원,'C15219,기타 신발 제조업,,'0,계,2018,3,48
'32,강원,'C1522,신발 부분품 제조업,,'0,계,2018,3,19
'32,강원,'C15220,신발 부분품 제조업,,'0,계,2018,3,19
'32,강원,'C16,목재 및 나무제품 제조업; 가구 제외,,'0,계,2018,243,908
'32,강원,'C161,제재 및 목재 가공업,,'0,계,2018,66,430
'32,강원,'C1610,제재 및 목재 가공업,,'0,계,2018,66,430
'32,강원,'C16101,일반 제재업,,'0,계,2018,44,303
'32,강원,'C16102,표면 가공 목재 및 특정 목적용 제재목 제조업,,'0,계,2018,20,123
'32,강원,'C16103,"목재 보존, 방부처리, 도장 및 유사 처리업",,'0,계,2018,2,X
'32,강원,'C162,나무제품 제조업,,'0,계,2018,168,439
'32,강원,'C1621,"박판, 합판 및 강화 목제품 제조업",,'0,계,2018,15,89
'32,강원,'C16211,"박판, 합판 및 유사 적층판 제조업",,'0,계,2018,7,26
'32,강원,'C16212,강화 및 재생 목재 제조업,,'0,계,2018,8,63
'32,강원,'C1622,건축용 나무제품 제조업,,'0,계,2018,72,196
'32,강원,'C16221,목재문 및 관련제품 제조업,,'0,계,2018,40,69
'32,강원,'C16229,기타 건축용 나무제품 제조업,,'0,계,2018,32,127
'32,강원,'C1623,"목재 상자, 드럼 및 적재판 제조업",,'0,계,2018,7,39
'32,강원,'C16231,목재 깔판류 및 기타 적재판 제조업,,'0,계,2018,4,30
'32,강원,'C16232,"목재 포장용 상자, 드럼 및 유사용기 제조업",,'0,계,2018,3,9
'32,강원,'C1629,기타 나무제품 제조업,,'0,계,2018,74,115
'32,강원,'C16291,목재 도구 및 주방용 나무제품 제조업,,'0,계,2018,19,32
'32,강원,'C16292,장식용 목제품 제조업,,'0,계,2018,44,58
'32,강원,'C16299,그 외 기타 나무제품 제조업,,'0,계,2018,11,25
'32,강원,'C163,코르크 및 조물 제품 제조업,,'0,계,2018,9,39
'32,강원,'C1630,코르크 및 조물 제품 제조업,,'0,계,2018,9,39
'32,강원,'C16300,코르크 및 조물제품 제조업,,'0,계,2018,9,39
'32,강원,'C17,"펄프, 종이 및 종이제품 제조업",,'0,계,2018,65,614
'32,강원,'C171,"펄프, 종이 및 판지 제조업",,'0,계,2018,6,26
'32,강원,'C1712,종이 및 판지 제조업,,'0,계,2018,6,26
'32,강원,'C17123,크라프트지 및 상자용 판지 제조업,,'0,계,2018,1,X
'32,강원,'C17125,위생용 원지 제조업,,'0,계,2018,1,X
'32,강원,'C17129,기타 종이 및 판지 제조업,,'0,계,2018,4,9
'32,강원,'C172,"골판지, 종이 상자 및 종이 용기 제조업",,'0,계,2018,37,356
'32,강원,'C1721,골판지 및 골판지 가공제품 제조업,,'0,계,2018,22,192
'32,강원,'C17211,골판지 제조업,,'0,계,2018,3,23
'32,강원,'C17212,골판지 상자 및 가공제품 제조업,,'0,계,2018,19,169
'32,강원,'C1722,"종이포대, 판지상자 및 종이용기 제조업",,'0,계,2018,15,164
'32,강원,'C17221,종이 포대 및 가방 제조업,,'0,계,2018,3,32
'32,강원,'C17222,판지 상자 및 용기 제조업,,'0,계,2018,6,19
'32,강원,'C17223,식품 위생용 종이 상자 및 용기 제조업,,'0,계,2018,3,88
'32,강원,'C17229,기타 종이 상자 및 용기 제조업,,'0,계,2018,3,25
'32,강원,'C179,기타 종이 및 판지 제품 제조업,,'0,계,2018,22,232
'32,강원,'C1790,기타 종이 및 판지 제품 제조업,,'0,계,2018,22,232
'32,강원,'C17901,문구용 종이제품 제조업,,'0,계,2018,4,52
'32,강원,'C17902,위생용 종이제품 제조업,,'0,계,2018,12,165
'32,강원,'C17903,벽지 및 장판지 제조업,,'0,계,2018,1,X
'32,강원,'C17909,그 외 기타 종이 및 판지 제품 제조업,,'0,계,2018,5,7
'32,강원,'C18,인쇄 및 기록매체 복제업,,'0,계,2018,227,565
'32,강원,'C181,인쇄 및 인쇄관련 산업,,'0,계,2018,226,564
'32,강원,'C1811,인쇄업,,'0,계,2018,165,377
'32,강원,'C18111,경 인쇄업,,'0,계,2018,139,306
'32,강원,'C18112,스크린 인쇄업,,'0,계,2018,4,5
'32,강원,'C18113,오프셋 인쇄업,,'0,계,2018,10,42
'32,강원,'C18119,기타 인쇄업,,'0,계,2018,12,24
'32,강원,'C1812,인쇄관련 산업,,'0,계,2018,61,187
'32,강원,'C18121,제판 및 조판업,,'0,계,2018,19,69
'32,강원,'C18122,제책업,,'0,계,2018,39,110
'32,강원,'C18129,기타 인쇄관련 산업,,'0,계,2018,3,8
'32,강원,'C182,기록매체 복제업,,'0,계,2018,1,X
'32,강원,'C1820,기록매체 복제업,,'0,계,2018,1,X
'32,강원,'C18200,기록매체 복제업,,'0,계,2018,1,X
'32,강원,'C19,"코크스, 연탄 및 석유정제품 제조업",,'0,계,2018,15,179
'32,강원,'C191,코크스 및 연탄 제조업,,'0,계,2018,11,117
'32,강원,'C1910,코크스 및 연탄 제조업,,'0,계,2018,11,117
