C행정구역별,행정구역별,C산업별,업종명,데이터업종명,C조직형태별,조직형태별,시점,사업체수 (개),종사자수 (명)
'00,전국,'0,전체 산업,,'0,계,2018,4103172,22234776
'00,전국,'A,"농업, 임업 및 어업(01~03)",,'0,계,2018,4261,42324
'00,전국,'A01,농업,,'0,계,2018,3292,28825
'00,전국,'A011,작물 재배업,,'0,계,2018,1588,10522
'00,전국,'A0111,곡물 및 기타 식량작물 재배업,,'0,계,2018,148,814
'00,전국,'A01110,곡물 및 기타 식량작물 재배업,,'0,계,2018,148,814
'00,전국,'A0112,"채소, 화훼작물 및 종묘 재배업",,'0,계,2018,523,3699
'00,전국,'A01121,채소작물 재배업,,'0,계,2018,189,965
'00,전국,'A01122,화훼작물 재배업,,'0,계,2018,54,234
'00,전국,'A01123,종자 및 묘목 생산업,,'0,계,2018,280,2500
'00,전국,'A0113,"과실, 음료용 및 향신용 작물 재배업",,'0,계,2018,101,438
'00,전국,'A01131,과실작물 재배업,,'0,계,2018,91,403
'00,전국,'A01132,음료용 및 향신용 작물 재배업,,'0,계,2018,10,35
'00,전국,'A0114,기타 작물 재배업,,'0,계,2018,130,446
'00,전국,'A01140,기타 작물 재배업,,'0,계,2018,130,446
'00,전국,'A0115,시설작물 재배업,,'0,계,2018,686,5125
'00,전국,'A01151,콩나물 재배업,,'0,계,2018,72,588
'00,전국,'A01152,"채소, 화훼 및 과실작물 시설 재배업",,'0,계,2018,256,1773
'00,전국,'A01159,기타 시설작물 재배업,,'0,계,2018,358,2764
'00,전국,'A012,축산업,,'0,계,2018,955,8225
'00,전국,'A0121,소 사육업,,'0,계,2018,126,676
'00,전국,'A01211,젖소 사육업,,'0,계,2018,19,205
'00,전국,'A01212,육우 사육업,,'0,계,2018,107,471
'00,전국,'A0122,양돈업,,'0,계,2018,354,4111
'00,전국,'A01220,양돈업,,'0,계,2018,354,4111
'00,전국,'A0123,가금류 및 조류 사육업,,'0,계,2018,279,2621
'00,전국,'A01231,양계업,,'0,계,2018,254,2451
'00,전국,'A01239,기타 가금류 및 조류 사육업,,'0,계,2018,25,170
'00,전국,'A0129,기타 축산업,,'0,계,2018,196,817
'00,전국,'A01291,말 및 양 사육업,,'0,계,2018,35,126
'00,전국,'A01299,그 외 기타 축산업,,'0,계,2018,161,691
'00,전국,'A013,작물재배 및 축산 복합농업,,'0,계,2018,1,X
'00,전국,'A0130,작물재배 및 축산 복합농업,,'0,계,2018,1,X
'00,전국,'A01300,작물재배 및 축산 복합농업,,'0,계,2018,1,X
'00,전국,'A014,작물재배 및 축산 관련 서비스업,,'0,계,2018,747,10076
'00,전국,'A0141,작물재배 관련 서비스업,,'0,계,2018,683,9570
'00,전국,'A01411,작물재배 지원 서비스업,,'0,계,2018,459,7314
'00,전국,'A01412,"농산물 건조, 선별 및 기타 수확 후 서비스업",,'0,계,2018,224,2256
'00,전국,'A0142,축산 관련 서비스업,,'0,계,2018,64,506
'00,전국,'A01420,축산 관련 서비스업,,'0,계,2018,64,506
'00,전국,'A015,수렵 및 관련 서비스업,,'0,계,2018,1,X
'00,전국,'A0150,수렵 및 관련 서비스업,,'0,계,2018,1,X
'00,전국,'A01500,수렵 및 관련 서비스업,,'0,계,2018,1,X
'00,전국,'A02,임업,,'0,계,2018,498,6035
'00,전국,'A020,임업,,'0,계,2018,498,6035
'00,전국,'A0201,영림업,,'0,계,2018,82,700
'00,전국,'A02011,임업용 종묘 생산업,,'0,계,2018,27,216
'00,전국,'A02012,육림업,,'0,계,2018,55,484
'00,전국,'A0202,벌목업,,'0,계,2018,10,56
'00,전국,'A02020,벌목업,,'0,계,2018,10,56
'00,전국,'A0203,임산물 채취업,,'0,계,2018,10,26
'00,전국,'A02030,임산물 채취업,,'0,계,2018,10,26
'00,전국,'A0204,임업 관련 서비스업,,'0,계,2018,396,5253
'00,전국,'A02040,임업 관련 서비스업,,'0,계,2018,396,5253
'00,전국,'A03,어업,,'0,계,2018,471,7464
'00,전국,'A031,어로 어업,,'0,계,2018,84,3820
'00,전국,'A0311,해수면 어업,,'0,계,2018,82,3818
'00,전국,'A03111,원양 어업,,'0,계,2018,34,1851
'00,전국,'A03112,연근해 어업,,'0,계,2018,48,1967
'00,전국,'A0312,내수면 어업,,'0,계,2018,2,X
'00,전국,'A03120,내수면 어업,,'0,계,2018,2,X
'00,전국,'A032,양식어업 및 어업관련 서비스업,,'0,계,2018,387,3644
'00,전국,'A0321,양식 어업,,'0,계,2018,320,2913
'00,전국,'A03211,해수면 양식 어업,,'0,계,2018,216,2472
'00,전국,'A03212,내수면 양식 어업,,'0,계,2018,68,259
'00,전국,'A03213,수산물 부화 및 수산종자 생산업,,'0,계,2018,36,182
'00,전국,'A0322,어업 관련 서비스업,,'0,계,2018,67,731
'00,전국,'A03220,어업 관련 서비스업,,'0,계,2018,67,731
'00,전국,'B,광업(05~08),,'0,계,2018,1916,14998
'00,전국,'B05,"석탄, 원유 및 천연가스 광업",,'0,계,2018,20,2070
'00,전국,'B051,석탄 광업,,'0,계,2018,19,2003
'00,전국,'B0510,석탄 광업,,'0,계,2018,19,2003
'00,전국,'B05100,석탄 광업,,'0,계,2018,19,2003
'00,전국,'B052,원유 및 천연가스 채굴업,,'0,계,2018,1,X
'00,전국,'B0520,원유 및 천연가스 채굴업,,'0,계,2018,1,X
'00,전국,'B05200,원유 및 천연가스 채굴업,,'0,계,2018,1,X
'00,전국,'B06,금속 광업,,'0,계,2018,24,313
'00,전국,'B061,철 광업,,'0,계,2018,3,144
'00,전국,'B0610,철 광업,,'0,계,2018,3,144
'00,전국,'B06100,철 광업,,'0,계,2018,3,144
'00,전국,'B062,비철금속 광업,,'0,계,2018,21,169
'00,전국,'B0620,비철금속 광업,,'0,계,2018,21,169
'00,전국,'B06200,비철금속 광업,,'0,계,2018,21,169
'00,전국,'B07,비금속광물 광업; 연료용 제외,,'0,계,2018,1861,12077
'00,전국,'B071,토사석 광업,,'0,계,2018,797,9267
'00,전국,'B0711,석회석 및 점토 광업,,'0,계,2018,152,2020
'00,전국,'B07110,석회석 및 점토 광업,,'0,계,2018,152,2020
'00,전국,'B0712,"석재, 쇄석 및 모래, 자갈 채취업",,'0,계,2018,645,7247
'00,전국,'B07121,건설용 석재 채굴 및 쇄석 생산업,,'0,계,2018,366,4936
'00,전국,'B07122,모래 및 자갈 채취업,,'0,계,2018,279,2311
'00,전국,'B072,기타 비금속광물 광업,,'0,계,2018,1064,2810
'00,전국,'B0721,화학용 및 비료원료용 광물 광업,,'0,계,2018,18,215
'00,전국,'B07210,화학용 및 비료원료용 광물 광업,,'0,계,2018,18,215
'00,전국,'B0722,천일염 생산 및 암염 채취업,,'0,계,2018,1013,2286
'00,전국,'B07220,천일염 생산 및 암염 채취업,,'0,계,2018,1013,2286
'00,전국,'B0729,그 외 기타 비금속광물 광업,,'0,계,2018,33,309
'00,전국,'B07290,그 외 기타 비금속광물 광업,,'0,계,2018,33,309
'00,전국,'B08,광업 지원 서비스업,,'0,계,2018,11,538
'00,전국,'B080,광업 지원 서비스업,,'0,계,2018,11,538
'00,전국,'B0800,광업 지원 서비스업,,'0,계,2018,11,538
'00,전국,'B08000,광업 지원 서비스업,,'0,계,2018,11,538
'00,전국,'C,제조업(10~34),,'0,계,2018,437024,4105871
'00,전국,'C10,식료품 제조업,,'0,계,2018,60071,342089
'00,전국,'C101,"도축, 육류 가공 및 저장 처리업",,'0,계,2018,2722,49096
'00,전국,'C1011,도축업,,'0,계,2018,327,15764
'00,전국,'C10111,육류 도축업(가금류 제외),,'0,계,2018,203,6668
'00,전국,'C10112,가금류 도축업,,'0,계,2018,124,9096
'00,전국,'C1012,육류 가공 및 저장 처리업,,'0,계,2018,2395,33332
'00,전국,'C10121,가금류 가공 및 저장 처리업,,'0,계,2018,676,10520
'00,전국,'C10122,육류 포장육 및 냉동육 가공업 (가금류 제외),,'0,계,2018,830,12031
'00,전국,'C10129,육류 기타 가공 및 저장처리업 (가금류 제외),,'0,계,2018,889,10781
'00,전국,'C102,수산물 가공 및 저장 처리업,,'0,계,2018,3906,41340
'00,전국,'C1021,수산동물 가공 및 저장 처리업,,'0,계,2018,2757,28620
'00,전국,'C10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업",,'0,계,2018,585,10120
'00,전국,'C10212,수산동물 건조 및 염장품 제조업,,'0,계,2018,1669,11318
'00,전국,'C10213,수산동물 냉동품 제조업,,'0,계,2018,244,4094
'00,전국,'C10219,기타 수산동물 가공 및 저장 처리업,,'0,계,2018,259,3088
'00,전국,'C1022,수산식물 가공 및 저장 처리업,,'0,계,2018,1149,12720
'00,전국,'C10220,수산식물 가공 및 저장 처리업,,'0,계,2018,1149,12720
'00,전국,'C103,"과실, 채소 가공 및 저장 처리업",,'0,계,2018,4396,29999
'00,전국,'C1030,"과실, 채소 가공 및 저장 처리업",,'0,계,2018,4396,29999
'00,전국,'C10301,김치류 제조업,,'0,계,2018,1150,10171
'00,전국,'C10302,과실 및 그 외 채소 절임식품 제조업,,'0,계,2018,748,6140
'00,전국,'C10309,기타 과실ㆍ채소 가공 및 저장 처리업,,'0,계,2018,2498,13688
'00,전국,'C104,동물성 및 식물성 유지 제조업,,'0,계,2018,3313,7960
'00,전국,'C1040,동물성 및 식물성 유지 제조업,,'0,계,2018,3313,7960
'00,전국,'C10401,동물성 유지 제조업,,'0,계,2018,40,622
'00,전국,'C10402,식물성 유지 제조업,,'0,계,2018,3221,6663
'00,전국,'C10403,식용 정제유 및 가공유 제조업,,'0,계,2018,52,675
'00,전국,'C105,낙농제품 및 식용빙과류 제조업,,'0,계,2018,247,10414
'00,전국,'C1050,낙농제품 및 식용빙과류 제조업,,'0,계,2018,247,10414
'00,전국,'C10501,액상시유 및 기타 낙농제품 제조업,,'0,계,2018,195,8474
'00,전국,'C10502,아이스크림 및 기타 식용빙과류 제조업,,'0,계,2018,52,1940
'00,전국,'C106,"곡물가공품, 전분 및 전분제품 제조업",,'0,계,2018,5764,23641
'00,전국,'C1061,곡물 가공품 제조업,,'0,계,2018,5496,21520
'00,전국,'C10611,곡물 도정업,,'0,계,2018,2717,8838
'00,전국,'C10612,곡물 제분업,,'0,계,2018,1506,5005
'00,전국,'C10613,곡물 혼합분말 및 반죽 제조업,,'0,계,2018,280,2750
'00,전국,'C10619,기타 곡물 가공품 제조업,,'0,계,2018,993,4927
'00,전국,'C1062,전분제품 및 당류 제조업,,'0,계,2018,268,2121
'00,전국,'C10620,전분제품 및 당류 제조업,,'0,계,2018,268,2121
'00,전국,'C107,기타 식품 제조업,,'0,계,2018,38723,168671
'00,전국,'C1071,"떡, 빵 및 과자류 제조업",,'0,계,2018,15709,62305
'00,전국,'C10711,떡류 제조업,,'0,계,2018,13405,31164
'00,전국,'C10712,빵류 제조업,,'0,계,2018,1101,17671
'00,전국,'C10713,과자류 및 코코아 제품 제조업,,'0,계,2018,1203,13470
'00,전국,'C1072,설탕 제조업,,'0,계,2018,6,652
'00,전국,'C10720,설탕 제조업,,'0,계,2018,6,652
'00,전국,'C1073,"면류, 마카로니 및 유사식품 제조업",,'0,계,2018,550,9296
'00,전국,'C10730,"면류, 마카로니 및 유사식품 제조업",,'0,계,2018,550,9296
'00,전국,'C1074,조미료 및 식품 첨가물 제조업,,'0,계,2018,4987,26799
'00,전국,'C10741,"식초, 발효 및 화학 조미료 제조업",,'0,계,2018,185,883
'00,전국,'C10742,천연 및 혼합조제 조미료 제조업,,'0,계,2018,3281,16645
'00,전국,'C10743,장류 제조업,,'0,계,2018,1207,6253
'00,전국,'C10749,기타 식품 첨가물 제조업,,'0,계,2018,314,3018
'00,전국,'C1075,도시락 및 식사용 조리식품 제조업,,'0,계,2018,1639,22658
'00,전국,'C10751,도시락류 제조업,,'0,계,2018,950,8808
'00,전국,'C10759,기타 식사용 가공처리 조리식품 제조업,,'0,계,2018,689,13850
'00,전국,'C1079,기타 식료품 제조업,,'0,계,2018,15832,46961
'00,전국,'C10791,커피 가공업,,'0,계,2018,862,4179
'00,전국,'C10792,차류 가공업,,'0,계,2018,666,4394
'00,전국,'C10793,수프 및 균질화식품 제조업,,'0,계,2018,216,1560
'00,전국,'C10794,두부 및 유사식품 제조업,,'0,계,2018,1709,7150
'00,전국,'C10795,인삼식품 제조업,,'0,계,2018,910,4151
'00,전국,'C10796,건강보조용 액화식품 제조업,,'0,계,2018,10761,17435
'00,전국,'C10797,건강기능식품 제조업,,'0,계,2018,582,6138
'00,전국,'C10799,그 외 기타 식료품 제조업,,'0,계,2018,126,1954
'00,전국,'C108,동물용 사료 및 조제식품 제조업,,'0,계,2018,1000,10968
'00,전국,'C1080,동물용 사료 및 조제식품 제조업,,'0,계,2018,1000,10968
'00,전국,'C10801,배합 사료 제조업,,'0,계,2018,601,8483
'00,전국,'C10802,단미 사료 및 기타 사료 제조업,,'0,계,2018,399,2485
'00,전국,'C11,음료 제조업,,'0,계,2018,1549,20001
'00,전국,'C111,알코올음료 제조업,,'0,계,2018,980,9423
'00,전국,'C1111,발효주 제조업,,'0,계,2018,890,6321
'00,전국,'C11111,탁주 및 약주 제조업,,'0,계,2018,680,3094
'00,전국,'C11112,맥아 및 맥주 제조업,,'0,계,2018,74,2479
'00,전국,'C11119,기타 발효주 제조업,,'0,계,2018,136,748
'00,전국,'C1112,증류주 및 합성주 제조업,,'0,계,2018,90,3102
'00,전국,'C11121,주정 제조업,,'0,계,2018,9,353
'00,전국,'C11122,소주 제조업,,'0,계,2018,40,2448
'00,전국,'C11129,기타 증류주 및 합성주 제조업,,'0,계,2018,41,301
'00,전국,'C112,비알코올음료 및 얼음 제조업,,'0,계,2018,569,10578
'00,전국,'C1120,비알코올 음료 및 얼음 제조업,,'0,계,2018,569,10578
'00,전국,'C11201,얼음 제조업,,'0,계,2018,110,837
'00,전국,'C11202,생수 생산업,,'0,계,2018,80,1838
'00,전국,'C11209,기타 비알코올 음료 제조업,,'0,계,2018,379,7903
'00,전국,'C12,담배 제조업,,'0,계,2018,15,2576
'00,전국,'C120,담배 제조업,,'0,계,2018,15,2576
'00,전국,'C1200,담배 제조업,,'0,계,2018,15,2576
'00,전국,'C12000,담배제품 제조업,,'0,계,2018,15,2576
'00,전국,'C13,섬유제품 제조업; 의복제외,,'0,계,2018,21833,141838
'00,전국,'C131,방적 및 가공사 제조업,,'0,계,2018,1951,14863
'00,전국,'C1310,방적 및 가공사 제조업,,'0,계,2018,1951,14863
'00,전국,'C13101,면 방적업,,'0,계,2018,83,3081
'00,전국,'C13102,모 방적업,,'0,계,2018,70,1226
'00,전국,'C13103,화학섬유 방적업,,'0,계,2018,276,3073
'00,전국,'C13104,연사 및 가공사 제조업,,'0,계,2018,1506,7423
'00,전국,'C13109,기타 방적업,,'0,계,2018,16,60
'00,전국,'C132,직물직조 및 직물제품 제조업,,'0,계,2018,11636,61080
'00,전국,'C1321,직물 직조업,,'0,계,2018,2625,21309
'00,전국,'C13211,면직물 직조업,,'0,계,2018,754,4716
'00,전국,'C13212,모직물 직조업,,'0,계,2018,116,1371
'00,전국,'C13213,화학섬유직물 직조업,,'0,계,2018,1429,12282
'00,전국,'C13219,특수 직물 및 기타 직물 직조업,,'0,계,2018,326,2940
'00,전국,'C1322,직물제품 제조업,,'0,계,2018,9011,39771
'00,전국,'C13221,침구 및 관련제품 제조업,,'0,계,2018,2227,10170
'00,전국,'C13222,자수제품 및 자수용재료 제조업,,'0,계,2018,1632,4715
'00,전국,'C13223,커튼 및 유사제품 제조업,,'0,계,2018,1473,5451
'00,전국,'C13224,"천막, 텐트 및 유사 제품 제조업",,'0,계,2018,2262,7398
'00,전국,'C13225,직물포대 제조업,,'0,계,2018,268,1456
'00,전국,'C13229,기타 직물제품 제조업,,'0,계,2018,1149,10581
'00,전국,'C133,편조원단 제조업,,'0,계,2018,1032,5806
'00,전국,'C1330,편조원단 제조업,,'0,계,2018,1032,5806
'00,전국,'C13300,편조원단 제조업,,'0,계,2018,1032,5806
'00,전국,'C134,"섬유제품 염색, 정리 및 마무리 가공업",,'0,계,2018,3936,34375
'00,전국,'C1340,"섬유제품 염색, 정리 및 마무리 가공업",,'0,계,2018,3936,34375
'00,전국,'C13401,솜 및 실 염색가공업,,'0,계,2018,283,2898
'00,전국,'C13402,"직물, 편조원단 및 의복류 염색 가공업",,'0,계,2018,1524,17896
'00,전국,'C13403,날염 가공업,,'0,계,2018,804,6260
'00,전국,'C13409,섬유제품 기타 정리 및 마무리 가공업,,'0,계,2018,1325,7321
'00,전국,'C139,기타 섬유제품 제조업,,'0,계,2018,3278,25714
'00,전국,'C1391,"카펫, 마루덮개 및 유사제품 제조업",,'0,계,2018,108,976
'00,전국,'C13910,"카펫, 마루덮개 및 유사제품 제조업",,'0,계,2018,108,976
'00,전국,'C1392,"끈, 로프, 망 및 끈 가공품 제조업",,'0,계,2018,834,5319
'00,전국,'C13921,끈 및 로프 제조업,,'0,계,2018,279,1852
'00,전국,'C13922,어망 및 기타 끈 가공품 제조업,,'0,계,2018,555,3467
'00,전국,'C1399,그 외 기타 섬유제품 제조업,,'0,계,2018,2336,19419
'00,전국,'C13991,세폭직물 제조업,,'0,계,2018,551,2669
'00,전국,'C13992,부직포 및 펠트 제조업,,'0,계,2018,502,6073
'00,전국,'C13993,특수사 및 코드직물 제조업,,'0,계,2018,63,1622
'00,전국,'C13994,표면처리 및 적층 직물 제조업,,'0,계,2018,424,3465
'00,전국,'C13999,그 외 기타 분류 안된 섬유제품 제조업,,'0,계,2018,796,5590
'00,전국,'C14,"의복, 의복 액세서리 및 모피제품 제조업",,'0,계,2018,23711,129614
'00,전국,'C141,봉제의복 제조업,,'0,계,2018,19266,105877
'00,전국,'C1411,겉옷 제조업,,'0,계,2018,7476,41928
'00,전국,'C14111,남자용 겉옷 제조업,,'0,계,2018,2175,12048
'00,전국,'C14112,여자용 겉옷 제조업,,'0,계,2018,5301,29880
'00,전국,'C1412,속옷 및 잠옷 제조업,,'0,계,2018,605,5012
'00,전국,'C14120,속옷 및 잠옷 제조업,,'0,계,2018,605,5012
'00,전국,'C1413,한복 제조업,,'0,계,2018,2279,3457
'00,전국,'C14130,한복 제조업,,'0,계,2018,2279,3457
'00,전국,'C1419,기타 봉제의복 제조업,,'0,계,2018,8906,55480
'00,전국,'C14191,셔츠 및 블라우스 제조업,,'0,계,2018,4668,27855
'00,전국,'C14192,"근무복, 작업복 및 유사의복 제조업",,'0,계,2018,2277,18217
'00,전국,'C14193,가죽의복 제조업,,'0,계,2018,296,1287
'00,전국,'C14194,유아용 의복 제조업,,'0,계,2018,530,3644
'00,전국,'C14199,그 외 기타 봉제의복 제조업,,'0,계,2018,1135,4477
'00,전국,'C142,모피제품 제조업,,'0,계,2018,305,1870
'00,전국,'C1420,모피제품 제조업,,'0,계,2018,305,1870
'00,전국,'C14200,모피제품 제조업,,'0,계,2018,305,1870
'00,전국,'C143,편조의복 제조업,,'0,계,2018,1332,7713
'00,전국,'C1430,편조의복 제조업,,'0,계,2018,1332,7713
'00,전국,'C14300,편조의복 제조업,,'0,계,2018,1332,7713
'00,전국,'C144,의복 액세서리 제조업,,'0,계,2018,2808,14154
'00,전국,'C1441,편조의복 액세서리 제조업,,'0,계,2018,1569,8252
'00,전국,'C14411,스타킹 및 기타 양말 제조업,,'0,계,2018,887,4397
'00,전국,'C14419,기타 편조의복 액세서리 제조업,,'0,계,2018,682,3855
'00,전국,'C1449,기타 의복 액세서리 제조업,,'0,계,2018,1239,5902
'00,전국,'C14491,모자 제조업,,'0,계,2018,366,1906
'00,전국,'C14499,그 외 기타 의복액세서리 제조업,,'0,계,2018,873,3996
'00,전국,'C15,"가죽, 가방 및 신발 제조업",,'0,계,2018,6041,34906
'00,전국,'C151,"가죽, 가방 및 유사제품 제조업",,'0,계,2018,3486,17364
'00,전국,'C1511,모피 및 가죽 제조업,,'0,계,2018,419,4767
'00,전국,'C15110,모피 및 가죽 제조업,,'0,계,2018,419,4767
'00,전국,'C1512,"핸드백, 가방 및 기타 보호용 케이스 제조업",,'0,계,2018,2788,11204
'00,전국,'C15121,핸드백 및 지갑 제조업,,'0,계,2018,1226,5136
'00,전국,'C15129,가방 및 기타 보호용 케이스 제조업,,'0,계,2018,1562,6068
'00,전국,'C1519,기타 가죽제품 제조업,,'0,계,2018,279,1393
'00,전국,'C15190,기타 가죽제품 제조업,,'0,계,2018,279,1393
'00,전국,'C152,신발 및 신발 부분품 제조업,,'0,계,2018,2555,17542
'00,전국,'C1521,신발 제조업,,'0,계,2018,1441,10792
'00,전국,'C15211,구두류 제조업,,'0,계,2018,1036,6281
'00,전국,'C15219,기타 신발 제조업,,'0,계,2018,405,4511
'00,전국,'C1522,신발 부분품 제조업,,'0,계,2018,1114,6750
'00,전국,'C15220,신발 부분품 제조업,,'0,계,2018,1114,6750
'00,전국,'C16,목재 및 나무제품 제조업; 가구 제외,,'0,계,2018,7038,40186
'00,전국,'C161,제재 및 목재 가공업,,'0,계,2018,1422,9212
'00,전국,'C1610,제재 및 목재 가공업,,'0,계,2018,1422,9212
'00,전국,'C16101,일반 제재업,,'0,계,2018,630,4356
'00,전국,'C16102,표면 가공 목재 및 특정 목적용 제재목 제조업,,'0,계,2018,537,3151
'00,전국,'C16103,"목재 보존, 방부처리, 도장 및 유사 처리업",,'0,계,2018,255,1705
'00,전국,'C162,나무제품 제조업,,'0,계,2018,5436,30327
'00,전국,'C1621,"박판, 합판 및 강화 목제품 제조업",,'0,계,2018,457,5501
'00,전국,'C16211,"박판, 합판 및 유사 적층판 제조업",,'0,계,2018,358,2959
'00,전국,'C16212,강화 및 재생 목재 제조업,,'0,계,2018,99,2542
'00,전국,'C1622,건축용 나무제품 제조업,,'0,계,2018,1659,8894
'00,전국,'C16221,목재문 및 관련제품 제조업,,'0,계,2018,1113,5736
'00,전국,'C16229,기타 건축용 나무제품 제조업,,'0,계,2018,546,3158
'00,전국,'C1623,"목재 상자, 드럼 및 적재판 제조업",,'0,계,2018,1366,10397
'00,전국,'C16231,목재 깔판류 및 기타 적재판 제조업,,'0,계,2018,645,4991
'00,전국,'C16232,"목재 포장용 상자, 드럼 및 유사용기 제조업",,'0,계,2018,721,5406
'00,전국,'C1629,기타 나무제품 제조업,,'0,계,2018,1954,5535
'00,전국,'C16291,목재 도구 및 주방용 나무제품 제조업,,'0,계,2018,648,1832
'00,전국,'C16292,장식용 목제품 제조업,,'0,계,2018,869,1885
'00,전국,'C16299,그 외 기타 나무제품 제조업,,'0,계,2018,437,1818
'00,전국,'C163,코르크 및 조물 제품 제조업,,'0,계,2018,180,647
'00,전국,'C1630,코르크 및 조물 제품 제조업,,'0,계,2018,180,647
'00,전국,'C16300,코르크 및 조물제품 제조업,,'0,계,2018,180,647
'00,전국,'C17,"펄프, 종이 및 종이제품 제조업",,'0,계,2018,7393,80369
'00,전국,'C171,"펄프, 종이 및 판지 제조업",,'0,계,2018,857,17225
'00,전국,'C1711,펄프 제조업,,'0,계,2018,7,101
'00,전국,'C17110,펄프 제조업,,'0,계,2018,7,101
'00,전국,'C1712,종이 및 판지 제조업,,'0,계,2018,850,17124
'00,전국,'C17121,신문용지 제조업,,'0,계,2018,13,1054
'00,전국,'C17122,인쇄용 및 필기용 원지 제조업,,'0,계,2018,120,4562
'00,전국,'C17123,크라프트지 및 상자용 판지 제조업,,'0,계,2018,100,4128
'00,전국,'C17124,"적층, 합성 및 특수표면처리 종이 제조업",,'0,계,2018,445,5849
'00,전국,'C17125,위생용 원지 제조업,,'0,계,2018,29,683
'00,전국,'C17129,기타 종이 및 판지 제조업,,'0,계,2018,143,848
'00,전국,'C172,"골판지, 종이 상자 및 종이 용기 제조업",,'0,계,2018,4229,39957
'00,전국,'C1721,골판지 및 골판지 가공제품 제조업,,'0,계,2018,2334,22902
'00,전국,'C17211,골판지 제조업,,'0,계,2018,199,2862
'00,전국,'C17212,골판지 상자 및 가공제품 제조업,,'0,계,2018,2135,20040
'00,전국,'C1722,"종이포대, 판지상자 및 종이용기 제조업",,'0,계,2018,1895,17055
'00,전국,'C17221,종이 포대 및 가방 제조업,,'0,계,2018,395,3825
'00,전국,'C17222,판지 상자 및 용기 제조업,,'0,계,2018,676,5432
'00,전국,'C17223,식품 위생용 종이 상자 및 용기 제조업,,'0,계,2018,166,2335
'00,전국,'C17229,기타 종이 상자 및 용기 제조업,,'0,계,2018,658,5463
'00,전국,'C179,기타 종이 및 판지 제품 제조업,,'0,계,2018,2307,23187
'00,전국,'C1790,기타 종이 및 판지 제품 제조업,,'0,계,2018,2307,23187
'00,전국,'C17901,문구용 종이제품 제조업,,'0,계,2018,845,6790
'00,전국,'C17902,위생용 종이제품 제조업,,'0,계,2018,522,7495
'00,전국,'C17903,벽지 및 장판지 제조업,,'0,계,2018,81,1619
'00,전국,'C17909,그 외 기타 종이 및 판지 제품 제조업,,'0,계,2018,859,7283
'00,전국,'C18,인쇄 및 기록매체 복제업,,'0,계,2018,18101,75222
'00,전국,'C181,인쇄 및 인쇄관련 산업,,'0,계,2018,17982,74658
'00,전국,'C1811,인쇄업,,'0,계,2018,14541,57465
'00,전국,'C18111,경 인쇄업,,'0,계,2018,5746,16878
'00,전국,'C18112,스크린 인쇄업,,'0,계,2018,2752,11557
'00,전국,'C18113,오프셋 인쇄업,,'0,계,2018,3777,19324
'00,전국,'C18119,기타 인쇄업,,'0,계,2018,2266,9706
'00,전국,'C1812,인쇄관련 산업,,'0,계,2018,3441,17193
'00,전국,'C18121,제판 및 조판업,,'0,계,2018,871,5676
'00,전국,'C18122,제책업,,'0,계,2018,1385,7178
'00,전국,'C18129,기타 인쇄관련 산업,,'0,계,2018,1185,4339
'00,전국,'C182,기록매체 복제업,,'0,계,2018,119,564
'00,전국,'C1820,기록매체 복제업,,'0,계,2018,119,564
'00,전국,'C18200,기록매체 복제업,,'0,계,2018,119,564
'00,전국,'C19,"코크스, 연탄 및 석유정제품 제조업",,'0,계,2018,349,13002
'00,전국,'C191,코크스 및 연탄 제조업,,'0,계,2018,73,968
'00,전국,'C1910,코크스 및 연탄 제조업,,'0,계,2018,73,968
'00,전국,'C19101,코크스 및 관련제품 제조업,,'0,계,2018,11,329
'00,전국,'C19102,연탄 및 기타 석탄 가공품 제조업,,'0,계,2018,62,639
'00,전국,'C192,석유 정제품 제조업,,'0,계,2018,276,12034
'00,전국,'C1921,원유 정제처리업,,'0,계,2018,31,8629
'00,전국,'C19210,원유 정제처리업,,'0,계,2018,31,8629
'00,전국,'C1922,석유 정제물 재처리업,,'0,계,2018,245,3405
'00,전국,'C19221,윤활유 및 그리스 제조업,,'0,계,2018,161,2114
'00,전국,'C19229,기타 석유정제물 재처리업,,'0,계,2018,84,1291
'00,전국,'C20,화학물질 및 화학제품 제조업; 의약품 제외,,'0,계,2018,11829,170863
'00,전국,'C201,기초 화학물질 제조업,,'0,계,2018,1283,34735
'00,전국,'C2011,기초 유기 화학물질 제조업,,'0,계,2018,321,15532
'00,전국,'C20111,석유화학계 기초 화학물질 제조업,,'0,계,2018,45,7052
'00,전국,'C20112,천연수지 및 나무 화학물질 제조업,,'0,계,2018,115,823
'00,전국,'C20119,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,,'0,계,2018,161,7657
'00,전국,'C2012,기초 무기 화학물질 제조업,,'0,계,2018,634,13336
'00,전국,'C20121,산업용 가스 제조업,,'0,계,2018,255,4576
'00,전국,'C20129,기타 기초 무기 화학물질 제조업,,'0,계,2018,379,8760
'00,전국,'C2013,"무기안료, 염료, 유연제 및 기타 착색제 제조업",,'0,계,2018,328,5867
'00,전국,'C20131,무기안료용 금속 산화물 및 관련 제품 제조업,,'0,계,2018,52,1202
'00,전국,'C20132,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",,'0,계,2018,276,4665
